Designator,Footprint,Quantity,Value,LCSC Part #
"SW30, SW31, SW32, SW33, SW34, SW35, SW36, SW37, SW38, SW39, SW40, SW41, SW42, SW44, SW45, SW46, SW47, SW49, SW50, SW51, SW52, SW54, SW55, SW56, SW57, SW58, SW59, SW60, SW61, SW62, SW63, SW64, SW65, SW67, SW68",SW_Hole_1u,35,SW_Push,
"SW43, SW48, SW53",SW_Hole_1.25u,3,SW_Push,
SW66,SW_Hole_2u,1,SW_Push,
